product_id|key|value
114|DJ Effect|TRUE
114|DJ Loop|TRUE
114|Auto DJ|TRUE
114|Support of formats|Mp3 WMA
114|Android / iOS|TRUE
114|Aux IN (3.5mm)|TRUE
114|USB|TRUE
114|Bluetooth 4.2|TRUE
115|Soundbar|TRUE
115|Power|380W
115|Channels|3.1.2
115|Meridian Audio Technology|TRUE
115|AI Sound Pro|TRUE
115|Ai Room Calibration|TRUE
115|LCD Display|TRUE
115|Dolby Atmos® DTS: x|TRUE
115|High-Res Audio|TRUE
115|Bluetooth 4.2|TRUE
115|USB|TRUE
115|HDMI|TRUE
115|Optic|TRUE
115|LG TV Sound Sync (Optical)|TRUE
116|Soundbar|TRUE
116|3.1 Channels|TRUE
116|Power|420W
116|AI Sound Pro|TRUE
116|Dolby Digital|TRUE
116|Dts virtual: x|TRUE
116|4K pasthrough (HDCP 2.3)|TRUE
116|DTS Digital Surround|TRUE
116|Bass blast +|TRUE
116|LCD display|TRUE
116|Bluetooth 4.2|TRUE
116|USB|TRUE
116|HDMI|TRUE
116|Optic|TRUE
117|"77 ""(195.6cm) 4K UHD OLED SMART TV"|TRUE
117|Resolution: (3840 x 2160)|TRUE
117|Processor: α7 AI 4K Gen6|TRUE
117|Thinq AI|TRUE
117|OLED Motion|TRUE
117|Panel frequency: 100Hz|TRUE
117|Dolby Vision|TRUE
117|Dolby Digital|TRUE
117|AI Sound Pro|TRUE
117|HDR|TRUE
117|Filmmaker Mode|TRUE
117|Miracast|TRUE
117|Speakers: 20W|TRUE
117|Vrr|TRUE
117|Airplay2|TRUE
117|Operating System: Webos 23|TRUE
117|Nvidia G-Sync|TRUE
117|Freesync|TRUE
117|Wi-Fi 5 (802.11ac)|TRUE
117|4 x hdmi  2xusb  lan  earc  ci slot|TRUE
117|DVB-T2/C/S2|TRUE
118|Microwave oven|TRUE
118|Capacity|20l
118|Power|700W/Grill: 850W
118|Easy Clean ™ Layer (Antibacterial)|TRUE
118|Quick defrosting|TRUE
118|ECO WORKING WORK|TRUE
118|Security lock|TRUE
118|Dimensions|455x252x320mm
119|Microwave oven|TRUE
119|Capacity|23l
119|Power|1000W
119|Smart Inverter Technology|TRUE
119|Defrost function|TRUE
119|LED lighting|TRUE
119|Easy Clean Function|TRUE
119|LED display|TRUE
119|Fermentation function|TRUE
119|Quick cooking|TRUE
120|BT speaker|TRUE
120|Power|120 W
120|Battery|Li-ion 28.86 W (7.4 V/3900 mAh)
120|Battery life|10h
120|Charging time|5h
120|Lighted effects|TRUE
120|DJ Effect|TRUE
120|DJ Loop|TRUE
120|Auto DJ|TRUE
120|Support of formats|Mp3 WMA
120|Android / iOS|TRUE
120|Aux IN (3.5mm)|TRUE
120|USB|TRUE
120|Bluetooth 4.2|TRUE
121|Dishwasher|TRUE
121|Direct Drive Inverter Motor|TRUE
121|Energy class|E
121|Capacity|14 sets
121|LED display|TRUE
121|Touch control|TRUE
121|Easy Rack+™|TRUE
121|Quadwash ™|TRUE
121|Aqua-STOP|TRUE
121|Truesteam ™ steam technology|TRUE
121|Thinq ™ connecting to a mobile phone|TRUE
121|Remote oversight|TRUE
121|Wifi|TRUE
121|Smart Diagnosis ™ technology|TRUE
121|Personalized settings|TRUE
121|Indicator for salt supplementation|TRUE
121|Delayed start|1–12
121|Water consumption per cycle|9.5l
121|Energy consumption per cycle|0.95 kWh
121|Noise level|42DB
121|Dimensions|850x600x600cm
123|Sound Bar|TRUE
123|2.1ch|TRUE
123|Power|360W
123|Wireless Active Subwoofer|200W
123|Optical Sound Sync|TRUE
123|USB|TRUE
123|Simplink|TRUE
123|Bluetooth 4.0|TRUE
123|Dolby Digital|TRUE
123|LPCM|TRUE
123|Mp3|TRUE
123|WMA|TRUE
123|Wi-fi band 2.4g/5g|TRUE
124|"86 ""(218.4cm) 4K Uhd Nanocell Smart TV"|TRUE
124|Resolution: (3840 x 2160)|TRUE
124|α7 Gen5 AI processor|TRUE
124|Real 4K Nanocell|TRUE
124|Nano Color|TRUE
124|AI Picture Pro|TRUE
124|AI Genre Selection (SDR/HDR)|TRUE
124|AI Brightness Control|TRUE
124|AI upscaling|TRUE
124|Filmmaker Mode|TRUE
124|Active HDR / HFR|TRUE
124|AMD Freesync premium / vrr / allm / hgig|TRUE
124|HDMI 2.1|TRUE
124|Wifi 5|TRUE
124|2.0 ch./ 20W|TRUE
124|AI Sound Pro|TRUE
124|Bluetooth Surround Ready|TRUE
124|Ai acoustic tuning|TRUE
124|Clear Voice Pro|TRUE
124|Sound Share|TRUE
124|TV Sound Mode Share|TRUE
124|e-ARC (HDMI 2)|TRUE
124|LG Thinq AI|TRUE
124|Google Assistant|TRUE
124|Amazon Alexa* & Alexa Lite|TRUE
124|Airplay2 & Homekit|TRUE
124|Home Dashboard|TRUE
124|Sports alert|TRUE
124|Intelligent Voice Recognition|TRUE
124|AI Recommendation|TRUE
124|Magic Remote|TRUE
124|Game Optimizer|TRUE
124|Magic Explorer|TRUE
124|3 x HDMI  2xusb  LAN  EARC  CI Slot  Bluetooth|TRUE
124|DVB-C/T2/S2|TRUE
125|"83 ""(210.8cm) 4K UHD OLED SMART TV"|TRUE
125|Resolution: (3840 x 2160)|TRUE
125|Processor: α9 Gen6|TRUE
125|Picture Mastering Index|TRUE
125|Panel frequency: 120Hz|TRUE
125|OLED COLOR|TRUE
125|HLG|TRUE
125|DLNA / Miracast|TRUE
125|Dolby Vision IQ|TRUE
125|Dolby atmos|TRUE
125|HDR 10 Pro|TRUE
125|LG Thinq AI|TRUE
125|Filmmaker Mode|TRUE
125|Speakers: 40W|TRUE
125|HGIG|TRUE
125|Vrr|TRUE
125|Airplay2 & Homekit|TRUE
125|Operating System: Webos|TRUE
125|Nvidia G-Sync|TRUE
125|Fresync premium|TRUE
125|Wifi|TRUE
125|Bluetooth|TRUE
125|4 x HDMI  3XUSB  LAN  EARC  CI slot|TRUE
125|DVB-T2/C/S2|TRUE
126|Laptop|TRUE
126|Display|15.3” (38.8cm)
126|Processor|Apple M2 CHIP with 8-core CPU GPU 10-core
126|Resolution|(2880x1864) Liquid Retina display
126|RAM|8GB
126|Disk (storage)|512GB SSD
126|Facetime HD camera|1080p
126|Three microphones|TRUE
126|System of four speakers with Spatial Audio|TRUE
126|Magic keyboard with Touch ID|TRUE
126|Bluetooth|5.3
126|Wi-fi|6 (802.11Ax)
126|Two Thunderbolt 3 / USB 4 inputs|TRUE
126|Magsafe 3 charging port|TRUE
126|3.5 mm headphones jack|TRUE
126|Two Thunderbolt / USB 4 ports with support for|Charging DisplayPort Thunderbolt 3 (up to 40GB/s) USB 4 (up to 40GB/s) USB 3.1 Gen 2 (up to 10GB/s)
126|35W USB-C Power Adapter|TRUE
126|Battery|66.5 WH - 18 hours
127|Display|13.3” (33 78cm)
127|Processor|Apple M1 chip with 8-core CPU GPU 7-core
127|Resolution|(2560x1600) LED IPS Retina
127|Memory|8GB
127|256GB SSD|TRUE
127|Web camera|720p
127|Bluetooth|TRUE
127|Wi-fi|TRUE
127|Thunderbolt (USB-C)|TRUE
127|Battery|Li -Poly 49.9 Wh - 18 hours - 30 W
127|MacOS|11.0
128|Laptop|TRUE
128|Display|13.6” (34.5cm)
128|Processor|Apple M2 chip with 8-core CPU
128|GPU|8-core
128|Resolution|(2560x1664) Liquid Retina display
128|Memory|8GB
128|256GB SSD|TRUE
128|Facetime HD camera of 1080p|TRUE
128|Three microphones|TRUE
128|System of four speakers with Spatial Audio|TRUE
128|Magic keyboard with Touch ID|TRUE
128|Force Touch Trackpad|TRUE
128|Bluetooth 5.0|TRUE
128|Wi-fi|802.11AX Wi-Fi 6 Wireless Network IEEE 802.11A/B/G/N/AC Compatible
128|Two Thunderbolt 3 / USB 4 inputs|TRUE
128|Magsafe 3 charging port|TRUE
128|3.5 mm headphones jack|TRUE
128|Two Thunderbolt / USB 4 ports with support for|Charging DisplayPort Thunderbolt 3 (up to 40GB/s) USB 4 (up to 40GB/s) USB 3.1 Gen 2 (up to 10GB/s)
128|30W USB-C Power Adapter|TRUE
128|Battery|52.6 WH - 18 hours
129|Dishwasher|TRUE
129|Energy class|E
129|Capacity|14 sets
129|6 programs|TRUE
129|Watersafe ™|TRUE
129|Fast+™|TRUE
129|LED display|TRUE
129|Quick & Shine®|TRUE
129|Hygiene intense function|TRUE
129|Autodosing function|TRUE
129|GLASSSSHIELD®|TRUE
129|Security protection for children|TRUE
129|Energy consumption (per cycle)|0.951kWh
129|Water consumption (per cycle)|9.5kwh
129|Noise level|43DB
129|Dimensions|85x59.8x60cm
130|Display|13.3” (33 78cm)
130|Processor|Apple M1 chip with 8-core CPU
130|GPU|7-core
130|Resolution|(2560x1600) LED IPS Retina
130|Memory|8GB
130|256GB SSD|TRUE
130|Web camera|720p
130|Bluetooth|TRUE
130|Wi-fi|TRUE
130|Thunderbolt (USB-C)|TRUE
130|Battery|Li -Poly 49.9 Wh - 18 hours - 30 W
130|MacOS|11.0
131|Keyboard-belly|TRUE
131|Range 10m wireless approach|TRUE
131|2 AA Batteries|TRUE
131|On/Off Switch|TRUE
132|A wireless mouse|TRUE
132|Resolution|1000dpi
132|2.4 GHz|TRUE
132|Buttons|3
133|A wireless mouse|TRUE
133|Resolution|1000dpi
133|2.4GHz Wireless Technology|TRUE
133|Buttons|3+Scroll
133|USB|TRUE
134|A wireless mouse|TRUE
134|Resolution|1000dpi
134|2.4 GHz|TRUE
134|Buttons|3
135|A wireless touch keyboard+mouse|TRUE
135|2.4GHz|TRUE
135|USB Interface|TRUE
135|On/Off Switch|TRUE
135|Special Keys: Mute|TRUE
135|Volume Down|TRUE
135|Volume up|TRUE
136|Display|13.3” (33 78cm)
136|Processor|Apple M1 chip with 8-core CPU
136|GPU|7-core
136|Resolution|(2560x1600) LED IPS Retina
136|RAM|8GB
136|Disk|256GB SSD
136|Web camera|720p
136|Bluetooth|TRUE
136|Wi-fi|TRUE
136|Thunderbolt (USB-C)|TRUE
136|Battery|Li -Poly 49.9 Wh - 18 hours - 30 W
136|MacOS|11.0
137|Display|13.6” (34 54cm) Liquid Retina
137|Resolution|(2560x1664) 224 ppi 500 nor
137|Processor|Apple M2 chip with 8-core CPU
137|GPU|8-core
137|RAM|8GB
137|Disk|256GB SSD
137|Web camera|1080p
137|Bluetooth|TRUE
137|Wi-fi|TRUE
137|Thunderbolt (USB-C)|TRUE
137|Battery|18 hours
137|MacOS|TRUE
138|A wireless mouse|TRUE
138|Resolution|1000dpi
138|2.4 GHz|TRUE
138|Buttons|3
139|Wifi mouse|TRUE
139|Button 11|TRUE
139|2.4GHz|TRUE
139|Resolution|DPI 2500
139|Laser|TRUE
139|USB|TRUE
140|Optical mouse|TRUE
140|Resolution|1000dpi
140|Buttons|3+Scroll
140|USB|TRUE
141|Optical mouse|TRUE
141|Resolution|1000dpi
141|Buttons|3+Scroll
141|USB|TRUE
142|USB|TRUE
142|Windows 7|TRUE
142|Windows 8|TRUE
142|Windows 10|TRUE
142|Keyboard|TRUE
142|Spilt Resistant|TRUE
143|Keyboard + Mouse|TRUE
143|Frequency|2.4 GHz
143|Reach|10m
143|Keyboard battery|AAA
143|Mouse battery|AA
143|USB connection|TRUE
144|Optical mouse|TRUE
144|Resolution|1000dpi
144|Buttons|2+Scroll
144|USB|TRUE
145|Optical mouse|TRUE
145|Resolution|1000dpi
145|Buttons|3+Scroll
145|USB|TRUE
146|A wireless mouse|TRUE
146|Resolution|800-1600dpi
146|2.4GHz|TRUE
147|A wireless mouse|TRUE
147|Resolution|1000dpi
147|2.4 GHz|TRUE
147|Buttons|3
148|Car charger|TRUE
148|Match the most standard car plugins|TRUE
148|Features A Single 5V USB Port|TRUE
149|Car charger|TRUE
149|Match the most standard car plugins|TRUE
149|USB POWER OUTPUT: 5 VDC  1A/2.1A|TRUE
149|Type-A USB  FEMALE (2)|TRUE
150|A cable to power with a hawk|TRUE
150|Power|10-16 A / 250 V
150|Shuko Cee 7  Male|TRUE
150|Supports|VDE IMQ LCIE KEMA Ove Cebec Semko Demko Nemko and Fimko
150|Cable|TRUE
150|Number of strands/strand thickness|26/0.19mm
150|Number of cores|3
150|Insulation Thickness|0.6mm
150|Jacket Thickness|0.8mm
150|Diameter|6.8mm
150|Cable length|1.8 m (6 ft.)
151|Laptop|TRUE
151|Display|14.2” (36cm) Liquid Retina XDR Display
151|Processor|Apple M3 Pro Chip with 11 Core CPU 14 Core GPU 16 Core Neural Engine
151|Graphics|14 Core
151|RAM|18GB
151|Disk (storage)|512GB SSD
151|1080p Facetime HD camera|TRUE
151|Three microphones|TRUE
151|Backlit Magic Keyboard with Touch ID|TRUE
151|Bluetooth 5.3|TRUE
151|Wireless|Wi-fi 6e
151|SDXC Card Slot|TRUE
151|HDMI port|TRUE
151|3.5 mm headphone jack|TRUE
151|Magsafe|TRUE
151|Thunderbolt|TRUE
151|Battery|to 22 hours
152|Laptop|TRUE
152|Display|14.2” (36cm) Liquid Retina XDR Display
152|Processor|Apple M3 8-Core CPU with 4 Performance Cores and 4 Efficiency Cores 10-Core GPU Hardware-Acelerated Ray Tracing 16-Core Neural Engine 100GB/s Memory Bandwidth
152|Graphics|10-core GPU
152|RAM|8GB
152|Disk (storage)|512GB SSD
152|1080p Facetime HD Camera|TRUE
152|Built -in microphones|TRUE
152|Backlit Magic keyboard|TRUE
152|Touch ID|TRUE
152|Ambient Light Sensor|TRUE
152|Force Touch Trackpad|TRUE
152|Bluetooth 5.3|TRUE
152|Wireless|Wi-Fi 6E (802.11AX)
152|SDXC Card Slot|TRUE
152|HDMI port|TRUE
152|3.5 mm headphone jack|TRUE
152|Magsafe 3 Port|TRUE
152|Two Thunderbolt / USB 4 Ports with Support for|Charging DisplayPort Thunderbolt 3 (up to 40GB/s) USB 4 (up to 40GB/s)
152|Battery|up to 22 hours
152|Charger|70W USB-C
153|Laptop|TRUE
153|Display|16.2” (41cm) Liquid Retina XDR Display
153|Processor|Apple M3
153|Graphics|18-core GPU
153|RAM|18GB
153|Disk (storage)|512GB SSD
153|1080p Facetime HD Camera|TRUE
153|Built -in microphones|TRUE
153|Backlit Magic keyboard|TRUE
153|Touch ID|TRUE
153|Ambient Light Sensor|TRUE
153|Force Touch Trackpad|TRUE
153|Bluetooth 5.3|TRUE
153|Wireless|Wi-Fi 6E (802.11AX)
153|SDXC Card Slot|TRUE
153|HDMI port|TRUE
153|3.5 mm headphone jack|TRUE
153|Magsafe 3 Port|TRUE
153|Three Thunderbolt 4 Ports with Support for|Charging DisplayPort Thunderbolt 4 (up to 40GB/s) USB 4 (up to 40GB/s)
153|Battery|up to 18 hours
153|Charger|96W USB-C
154|Laptop|TRUE
154|Display|14.2” (36cm) Liquid Retina XDR Display
154|Processor|Apple M3
154|Graphics|14-core GPU
154|RAM|18GB
154|Disk (storage)|512GB SSD
154|1080p Facetime HD Camera|TRUE
154|Built -in microphones|TRUE
154|Backlit Magic keyboard|TRUE
154|Touch ID|TRUE
154|Ambient Light Sensor|TRUE
154|Force Touch Trackpad|TRUE
154|Bluetooth 5.3|TRUE
154|Wireless|Wi-Fi 6E (802.11AX)
154|SDXC Card Slot|TRUE
154|HDMI port|TRUE
154|3.5 mm headphone jack|TRUE
154|Magsafe 3 Port|TRUE
154|Two Thunderbolt / USB 4 Ports with Support for|Charging DisplayPort Thunderbolt 3 (up to 40GB/s) USB 4 (up to 40GB/s)
154|Battery|up to 22 hours
154|Charger|70W USB-C
155|Laptop|TRUE
155|Display|14.2” (36cm) Liquid Retina XDR Display
155|Processor|Apple M3 8-core CPU 10-core GPU
155|Graphics|10-core GPU
155|RAM|8GB
155|Disk (storage)|512GB SSD
155|1080p Facetime HD camera|TRUE
155|Three microphones|TRUE
155|Backlit Magic Keyboard with Touch ID|TRUE
155|Bluetooth 5.3|TRUE
155|Wireless|Wi-fi 6e
155|Sdxc card slot|TRUE
155|HDMI port|TRUE
155|3.5 mm headphones Jacques|TRUE
155|Magsafe 3 port|TRUE
155|Three Thunderbolt 4 (USB-C) ports|TRUE
156|Laptop|TRUE
156|Display|14.2” (36cm) Liquid Retina XDR Display
156|Processor|Apple M3
156|Graphics|18-core GPU
156|RAM|18GB
156|Disk (storage)|1TB SSD
156|1080p Facetime HD Camera|TRUE
156|Built -in microphones|TRUE
156|Backlit Magic keyboard|TRUE
156|Touch ID|TRUE
156|Ambient Light Sensor|TRUE
156|Force Touch Trackpad|TRUE
156|Bluetooth 5.3|TRUE
156|Wireless|Wi-Fi 6E (802.11AX)
156|SDXC Card Slot|TRUE
156|HDMI port|TRUE
156|3.5 mm headphone jack|TRUE
156|Magsafe 3 Port|TRUE
156|Three Thunderbolt 4 Ports with Support for|Charging DisplayPort Thunderbolt 4 (up to 40GB/s) USB 4 (up to 40GB/s)
156|Battery|up to 18 hours
156|Charger|96W USB-C
157|Laptop|TRUE
157|Display|16.2” (41.14cm) Liquid Retina XDR Display
157|Processor|Apple M3 Pro Chip with 12-core CPU and 18-core GPU 16-core Neural Engine
157|Graphics|18-core GPU
157|Resolution|(3456 x 2234) Liquid Retina XDR 1000 NI 120 Hz
157|RAM|18GB
157|Disk|512GB SSD
157|1080p Facetime HD camera|TRUE
157|Three microphones|TRUE
157|Backlit Magic Keyboard with Touch ID|TRUE
157|Bluetooth|5.3
157|Wireless|Wi-Fi 6E (802.11AX)
157|SDXC Card Slot|TRUE
157|HDMI port|TRUE
157|3.5 mm headphone jack|TRUE
157|Magsafe 3 Port|TRUE
157|Three Thunderbolt|TRUE
157|Thunderbolt 4 (up to 40GB/s)|TRUE
157|Battery|to 22 hours
158|Laptop|TRUE
158|Display|14.2” (36cm) Liquid Retina XDR Display
158|Processor|Apple M3 8-Core CPU with 4 Performance Cores and 4 Efficiency Cores 10-Core GPU Hardware-Acelerated Ray Tracing 16-Core Neural Engine 100GB/s Memory Bandwidth
158|Graphics|10-core GPU
158|RAM|8GB
158|Disk (storage)|1TB SSD
158|1080p Facetime HD Camera|TRUE
158|Built -in microphones|TRUE
158|Backlit Magic keyboard|TRUE
158|Touch ID|TRUE
158|Ambient Light Sensor|TRUE
158|Force Touch Trackpad|TRUE
158|Bluetooth 5.3|TRUE
158|Wireless|Wi-Fi 6E (802.11AX)
158|SDXC Card Slot|TRUE
158|HDMI port|TRUE
158|3.5 mm headphone jack|TRUE
158|Magsafe 3 Port|TRUE
158|Two Thunderbolt / USB 4 Ports with Support for|Charging DisplayPort Thunderbolt 3 (up to 40GB/s) USB 4 (up to 40GB/s)
158|Battery|up to 22 hours
158|Charger|70W USB-C
159|Laptop|TRUE
159|Display|14.2” (36cm) Liquid Retina XDR Display
159|Processor|Apple M3 8-core CPU with 4 Performance Cores and 4 Efficiency Cores 10-Core GPU Hardware-Accelerated Ray Tracing 16-Core Neural Engine 100GB/s Memory Bandwidth
159|Graphics|10-core GPU
159|RAM|8GB
159|Disk (storage)|1TB SSD
159|1080p Facetime HD Camera|TRUE
159|Built -in microphones|TRUE
159|Backlit Magic keyboard|TRUE
159|Touch ID|TRUE
159|Ambient Light Sensor|TRUE
159|Force Touch Trackpad|TRUE
159|Bluetooth 5.3|TRUE
159|Wireless|Wi-Fi 6E (802.11AX)
159|SDXC Card Slot|TRUE
159|HDMI port|TRUE
159|3.5 mm headphone jack|TRUE
159|Magsafe 3 Port|TRUE
159|Two Thunderbolt / USB 4 Ports with Support for|Charging Displayport Thunderbolt 3 (up to 40GB/s) USB 4 (up to 40GB/s)
159|Battery|up to 22 hours
159|Charger|70W USB-C
160|Laptop|TRUE
160|Display|13.6” (34.5cm)
160|Processor|Apple M2 chip with 8-core CPU
160|GPU|8-core
160|Resolution|(2560x1664) Liquid Retina display
160|Memory|8GB
160|256GB SSD|TRUE
160|Facetime HD camera of 1080p|TRUE
160|Three microphones|TRUE
160|System of four speakers with Spatial Audio|TRUE
160|Magic keyboard with Touch ID|TRUE
160|Force Touch Trackpad|TRUE
160|Bluetooth 5.0|TRUE
160|Wi-fi|802.11AX Wi-Fi 6 Wireless Network IEEE 802.11A/B/G/N/AC Compatible
160|Two Thunderbolt 3 / USB 4 inputs|TRUE
160|Magsafe 3 charging port|TRUE
160|3.5 mm headphones jack|TRUE
160|Two Thunderbolt / USB 4 ports with support for|Charging DisplayPort Thunderbolt 3 (up to 40GB/s) USB 4 (up to 40GB/s) USB 3.1 Gen 2 (up to 10GB/s)
160|30W USB-C Power Adapter|TRUE
160|Battery|52.6 WH - 18 hours
161|Laptop|TRUE
161|Display|15.3” (38.8cm)
161|Processor|Apple M2 chip with 8-core CPU GPU 10-core
161|Resolution|(2880x1864) Liquid Retina display
161|RAM|8GB
161|Disk|512GB SSD
161|Facetime HD camera|1080p
161|Three microphones|TRUE
161|System of four speakers with Spatial Audio|TRUE
161|Magic keyboard with Touch ID|TRUE
161|Bluetooth|5.3
161|Wi-fi|6 (802.11Ax)
161|Two Thunderbolt 3 / USB 4 inputs|TRUE
161|Magsafe 3 charging port|TRUE
161|3.5 mm headphones jack|TRUE
161|Two Thunderbolt / USB 4 ports with support for|Charging DisplayPort Thunderbolt 3 (up to 40GB/s) USB 4 (up to 40GB/s) USB 3.1 Gen 2 (up to 10GB/s)
161|35W USB-C Power Adapter|TRUE
161|Battery|66.5 WH - 18 hours
162|Laptop|TRUE
162|Display|15.3” (38.8cm)
162|Processor|Apple M2 chip with 8-core CPU GPU 10-core
162|Resolution|(2880x1864) Liquid Retina display
162|RAM|8GB
162|Disk|256GB SSD
162|Facetime HD camera|1080p
162|Three microphones|TRUE
162|System of four speakers with Spatial Audio|TRUE
162|Magic keyboard with Touch ID|TRUE
162|Bluetooth|5.3
162|Wi-fi|6 (802.11Ax)
162|Two Thunderbolt 3 / USB 4 inputs|TRUE
162|Magsafe 3 charging port|TRUE
162|3.5 mm headphones jack|TRUE
162|Two Thunderbolt / USB 4 ports with support for|Charging DisplayPort Thunderbolt 3 (up to 40GB/s) USB 4 (up to 40GB/s) USB 3.1 Gen 2 (up to 10GB/s)
162|35W USB-C Power Adapter|TRUE
162|Battery|66.5 WH - 18 hours
163|Laptop|TRUE
163|Display|15.3” (38.8cm)
163|Processor|Apple M2 chip with 8-core CPU GPU 10-core
163|Resolution|(2880x1864) Liquid Retina display
163|RAM|8GB
163|Disk|256GB SSD
163|Facetime HD camera|1080p
163|Three microphones|TRUE
163|System of four speakers with Spatial Audio|TRUE
163|Magic keyboard with Touch ID|TRUE
163|Bluetooth|5.3
163|Wi-fi|6 (802.11Ax)
163|Two Thunderbolt 3 / USB 4 inputs|TRUE
163|Magsafe 3 charging port|TRUE
163|3.5 mm headphones jack|TRUE
163|Two Thunderbolt / USB 4 ports with support for|Charging DisplayPort Thunderbolt 3 (up to 40GB/s) USB 4 (up to 40GB/s) USB 3.1 Gen 2 (up to 10GB/s)
163|35W USB-C Power Adapter|TRUE
163|Battery|66.5 WH - 18 hours
164|Laptop|TRUE
164|Display|13.6” (34.5cm)
164|Processor|Apple M2 chip with 8-core CPU
164|GPU|8-core
164|Resolution|(2560x1664) Liquid Retina display
164|Memory|8GB
164|256GB SSD|TRUE
164|Facetime HD camera of 1080p|TRUE
164|Three microphones|TRUE
164|System of four speakers with Spatial Audio|TRUE
164|Magic keyboard with Touch ID|TRUE
164|Force Touch Trackpad|TRUE
164|Bluetooth 5.0|TRUE
164|Wi-fi|802.11AX Wi-Fi 6 Wireless Network IEEE 802.11A/B/G/N/AC Compatible
164|Two Thunderbolt 3 / USB 4 inputs|TRUE
164|Magsafe 3 charging port|TRUE
164|3.5 mm headphones jack|TRUE
164|Two Thunderbolt / USB 4 ports with support for|Charging DisplayPort Thunderbolt 3 (up to 40GB/s) USB 4 (up to 40GB/s) USB 3.1 Gen 2 (up to 10GB/s)
164|30W USB-C Power Adapter|TRUE
164|Battery|52.6 WH - 18 hours
165|Laptop|TRUE
165|Display|15.3” (38.8cm)
165|Processor|Apple M2 chip with 8-core CPU GPU 10-core
165|Resolution|(2880x1864) Liquid Retina display
165|RAM|8GB
165|Disk|256GB SSD
165|Facetime HD camera|1080p
165|Three microphones|TRUE
165|System of four speakers with Spatial Audio|TRUE
165|Magic keyboard with Touch ID|TRUE
165|Bluetooth|5.3
165|Wi-fi|6 (802.11Ax)
165|Two Thunderbolt 3 / USB 4 inputs|TRUE
165|Magsafe 3 charging port|TRUE
165|3.5 mm headphones jack|TRUE
165|Two Thunderbolt / USB 4 ports with support for|Charging DisplayPort Thunderbolt 3 (up to 40GB/s) USB 4 (up to 40GB/s) USB 3.1 Gen 2 (up to 10GB/s)
165|35W USB-C Power Adapter|TRUE
165|Battery|66.5 WH - 18 hours
166|Laptop|TRUE
166|Display|15.3” (38.8cm)
166|Processor|Apple M2 chip with 8-core CPU GPU 10-core
166|Resolution|(2880x1864) Liquid Retina display
166|RAM|8GB
166|Disk (storage)|256GB SSD
166|Facetime HD camera|1080p
166|Three microphones|TRUE
166|System of four speakers with Spatial Audio|TRUE
166|Magic keyboard with Touch ID|TRUE
166|Bluetooth|5.3
166|Wi-fi|6 (802.11Ax)
166|Two Thunderbolt 3 / USB 4 inputs|TRUE
166|Magsafe 3 charging port|TRUE
166|3.5 mm headphones jack|TRUE
166|Two Thunderbolt / USB 4 ports with support for|Charging DisplayPort Thunderbolt 3 (up to 40GB/s) USB 4 (up to 40GB/s) USB 3.1 Gen 2 (up to 10GB/s)
166|35W USB-C Power Adapter|TRUE
166|Battery|66.5 WH - 18 hours
167|BT speaker|TRUE
167|Power|2x20W 2x10W
167|Frequency range|50-20 000 Hz
167|Sensitivity (DB/MW)|87 dB SPL @ 1 m
167|Marshall Bluetooth App|TRUE
167|Ota (Over-the-Air) software updates|TRUE
167|Waterproof|IP67
167|Bluetooth v5.1|TRUE
167|Battery|20+ hours
167|Quick filling|TRUE
167|Charging time|4.5h
167|BT range|10m
167|Plug|3.5mm
167|Weight|1.8kg
168|Bt zucnik|TRUE
168|Power|1x50W 2x15W
168|Frequency|45 - 20 000Hz
168|Analog controls|TRUE
168|Marshall Bluetooth App|TRUE
168|Sensitivity|(DB/MW): 97 dB @ 1 m
168|Bass-Reflex|TRUE
168|Bluetooth v5.2|TRUE
168|Plug|3.5mm + RCA
168|BT range|10m
168|Compativibility|iOS & Android
168|Ota (Over-the-Air) software updates|TRUE
168|Weight|4.25kg
169|A wireless mouse|TRUE
169|Resolution|1000-2000dpi
169|4 Buttons|TRUE
169|2.4GHz|TRUE
170|Bt headphones|TRUE
170|Frequency|20Hz - 20 000Hz
170|Sensitualities (DB/MW)|99 dB SPL (100mV @ 1KHz)
170|Impedance|32 Ω
170|Time of work|80+ hours
170|Wireless filling|TRUE
170|Quick filling|TRUE
170|Charging time|3 hours
170|Bluetooth 5.0|TRUE
170|Cable connection|3.5mm AUX plug
170|Reach|10m
170|Weight|165g
171|BT speaker|TRUE
171|Power|2x10W
171|Frequency range|60-20 000 Hz
171|Sensitivity (DB/MW)|87 dB SPL @ 1 m
171|Marshall Bluetooth App|TRUE
171|Compatibility|iOS & Android
171|Waterproof|IP67
171|Bluetooth v5.1|TRUE
171|Battery|30+ hours
171|Quick filling|TRUE
171|Charging time|3h
171|BT range|10m
171|Weight|0.7kg
172|Bt zucnik|TRUE
172|Power|1x30W 2x15W
172|Frequency|45 - 20 000Hz
172|Analog controls|TRUE
172|Marshall Bluetooth App|TRUE
172|Sensitivity|(DB/MW): 95 dB @ 1 m
172|Bass-Reflex|TRUE
172|Bluetooth v5.2|TRUE
172|Plug|3.5mm
172|BT range|10m
172|Compativibility|iOS & Android
172|Impedance|4 Ω
172|Battery|Lithium polymer
173|Bt zucnik|TRUE
173|Power|1x50W 2x15W
173|Frequency|45 - 20 000Hz
173|Analog controls|TRUE
173|Marshall Bluetooth App|TRUE
173|Sensitivity|(DB/MW): 97 dB @ 1 m
173|Bass-Reflex|TRUE
173|Bluetooth v5.2|TRUE
